amph_id,zebrafish_id,zebrafish_name
bf_00013445,ENSDARG00000037570,polr1d
bf_00021366,ENSDARG00000004358,gnb3a
bf_00012266,ENSDARG00000091851,tsen2
bf_00009898,ENSDARG00000112898,st3gal2
bf_00000918,ENSDARG00000074589,rin2
bf_00005096,ENSDARG00000078094,lmf2a
bf_00006733,ENSDARG00000060236,dok7
bf_00025092,ENSDARG00000078140,si:dkey-18j18.3
bf_00018989,ENSDARG00000022767,apobb.1
bf_00019569,ENSDARG00000079244,pigw
bf_00023781,ENSDARG00000058327,neu3.3
bf_00000734,ENSDARG00000074636,cep170b
bf_00022189,ENSDARG00000063544,pip4k2ab
bf_00010596,ENSDARG00000115421,n6amt1
bf_00008041,ENSDARG00000069185,celsr1a
bf_00003885,ENSDARG00000073933,gareml
bf_00018328,ENSDARG00000027143,aptx
bf_00001060,ENSDARG00000103612,akt2l
bf_00025830,ENSDARG00000075354,espl1
bf_00003262,ENSDARG00000039435,rgs17
bf_00000703,ENSDARG00000014463,usf1l
bf_00013266,ENSDARG00000078854,tusc3
bf_00020403,ENSDARG00000060725,dnajc16l
bf_00025051,ENSDARG00000010181,asap2a
bf_00013117,ENSDARG00000031261,sap30bp
bf_00016305,ENSDARG00000103313,rhot1b
bf_00003452,ENSDARG00000033516,efr3ba
bf_00002719,ENSDARG00000014201,otpa
bf_00005952,ENSDARG00000089243,r3hcc1l
bf_00007700,ENSDARG00000079123,ikbkb
bf_00011557,ENSDARG00000040005,scfd2
bf_00005063,ENSDARG00000027689,pold1
bf_00009872,ENSDARG00000101443,relch
bf_00019176,ENSDARG00000017744,smc2
bf_00022609,ENSDARG00000069674,tmem230b
bf_00006326,ENSDARG00000029500,rpl34
bf_00016744,ENSDARG00000003144,pxmp2
bf_00006203,ENSDARG00000067831,tbata
bf_00023925,ENSDARG00000070478,amn1
bf_00022323,ENSDARG00000078574,si:dkey-21c19.3
bf_00005891,ENSDARG00000087525,CABZ01045212.1
bf_00007441,ENSDARG00000076079,ush1gb
bf_00000154,ENSDARG00000008982,casq2
bf_00008474,ENSDARG00000004018,CHST13
bf_00010412,ENSDARG00000025383,arl2bp
bf_00015126,ENSDARG00000032340,serhl
bf_00004977,ENSDARG00000040478,lrp2bp
bf_00007165,ENSDARG00000079440,coro2ba
bf_00025983,ENSDARG00000010331,radx
bf_00004006,ENSDARG00000071062,hps5
bf_00001627,ENSDARG00000003069,btbd7
bf_00008776,ENSDARG00000042336,impdh1a
bf_00012726,ENSDARG00000020043,cnot8
bf_00013075,ENSDARG00000063711,trim3a
bf_00005515,ENSDARG00000099694,neurl1b
bf_00018605,ENSDARG00000091254,si:ch73-59p9.2
bf_00004287,ENSDARG00000059322,topbp1
bf_00022087,ENSDARG00000001889,tuba1a
bf_00022474,ENSDARG00000035970,ptprn2
bf_00025906,ENSDARG00000035538,atp6v0a2a
bf_00006172,ENSDARG00000105018,lrrc20
bf_00006738,ENSDARG00000062142,stoml1
bf_00021951,ENSDARG00000053583,cers6
bf_00009368,ENSDARG00000075530,pigu
bf_00026417,ENSDARG00000027131,tmem169a
bf_00002678,ENSDARG00000028222,itgb8
bf_00015868,ENSDARG00000099841,prkcab
bf_00008864,ENSDARG00000042477,nr2c2
bf_00014442,ENSDARG00000073721,smarcad1b
bf_00000710,ENSDARG00000038106,slc37a4a
bf_00010835,ENSDARG00000003207,mterf3
bf_00017229,ENSDARG00000002391,tlcd1
bf_00022694,ENSDARG00000009390,npl
bf_00009479,ENSDARG00000014588,adcy2b
bf_00016448,ENSDARG00000052907,bcl7a
bf_00008591,ENSDARG00000052558,porcn
bf_00008029,ENSDARG00000099903,si:ch211-193l2.10
bf_00011185,ENSDARG00000010905,mettl13
bf_00026000,ENSDARG00000045175,pofut2
bf_00014634,ENSDARG00000069807,zdhhc18a
bf_00001526,ENSDARG00000068199,pld3
bf_00008744,ENSDARG00000098880,pclob
bf_00015525,ENSDARG00000013880,spata20
bf_00009482,ENSDARG00000058601,gdap1
bf_00015460,ENSDARG00000079264,baiap3
bf_00017672,ENSDARG00000059630,mlec
bf_00026215,ENSDARG00000026599,en2a
bf_00015854,ENSDARG00000098817,KCTD5
bf_00002917,ENSDARG00000071592,aqp8a.2
bf_00003158,ENSDARG00000062269,fan1
bf_00000946,ENSDARG00000062823,pi4kab
bf_00009822,ENSDARG00000021582,dynlrb1
bf_00019258,ENSDARG00000043531,jun
bf_00001497,ENSDARG00000058824,mrpl4
bf_00002579,ENSDARG00000099972,nup153
bf_00020919,ENSDARG00000038731,slc25a36a
bf_00021966,ENSDARG00000042508,ubr3
bf_00026207,ENSDARG00000068883,tspan13a
bf_00003493,ENSDARG00000004151,rab23
bf_00026128,ENSDARG00000104307,hoxa1a
bf_00022180,ENSDARG00000076799,rnd3a
bf_00022844,ENSDARG00000012051,mettl21a
bf_00014339,ENSDARG00000026723,syncripl
bf_00003190,ENSDARG00000019881,bsg
bf_00001928,ENSDARG00000053475,ngb
bf_00005277,ENSDARG00000026224,fanci
bf_00022081,ENSDARG00000003527,mak16
bf_00015555,ENSDARG00000037619,ENSDARG00000037619
bf_00007712,ENSDARG00000075112,tacr3a
bf_00014345,ENSDARG00000009823,pou3f1
bf_00019652,ENSDARG00000075904,rfx1b
bf_00001197,ENSDARG00000070434,rhov
bf_00009908,ENSDARG00000058978,zgc:113423
bf_00008666,ENSDARG00000021611,si:dkey-151g10.3
bf_00000318,ENSDARG00000087759,cnih4
bf_00009898,ENSDARG00000079654,st3gal1
bf_00011863,ENSDARG00000103926,inpp5e
bf_00018222,ENSDARG00000101616,arfgap1
bf_00009902,ENSDARG00000041734,tbc1d32
bf_00012174,ENSDARG00000077581,zzz3
bf_00002992,ENSDARG00000042387,zgc:77752
bf_00013864,ENSDARG00000068213,fzd10
bf_00005205,ENSDARG00000056753,dctn1b
bf_00008195,ENSDARG00000100157,tamm41
bf_00003946,ENSDARG00000058342,grhl2a
bf_00008157,ENSDARG00000087962,rpap3
bf_00005971,ENSDARG00000029556,kansl3
bf_00002317,ENSDARG00000061752,ripor2
bf_00024831,ENSDARG00000059906,sdc4
bf_00013581,ENSDARG00000013058,ascc2
bf_00022646,ENSDARG00000042608,ica1
bf_00020841,ENSDARG00000014910,panx1b
bf_00020634,ENSDARG00000044356,tp63
bf_00021131,ENSDARG00000021916,vax1
bf_00024348,ENSDARG00000036147,ano5b
bf_00006770,ENSDARG00000039535,dapp1
bf_00009862,ENSDARG00000021097,nelfcd
bf_00003103,ENSDARG00000059885,frmd3
bf_00009472,ENSDARG00000003307,stx16
bf_00026265,ENSDARG00000034541,tgfbr2b
bf_00024234,ENSDARG00000069654,ppp6r2b
bf_00009639,ENSDARG00000037815,b4galt5
bf_00006189,ENSDARG00000026406,anxa5a
bf_00013866,ENSDARG00000002582,tbx15
bf_00000831,ENSDARG00000060569,tmem229b
bf_00005469,ENSDARG00000017880,kcnip3b
bf_00018125,ENSDARG00000060438,tbl1x
bf_00017418,ENSDARG00000078133,kdm2ab
bf_00000198,ENSDARG00000087517,btbd3b
bf_00000280,ENSDARG00000061061,dpagt1
bf_00022290,ENSDARG00000105179,hdac7a
bf_00002896,ENSDARG00000009418,mef2cb
bf_00012582,ENSDARG00000100436,cnga2b
bf_00019898,ENSDARG00000055026,ptch2
bf_00012956,ENSDARG00000018721,npnta
bf_00023587,ENSDARG00000101560,psma1
bf_00021549,ENSDARG00000002231,plpp2a
bf_00010609,ENSDARG00000054290,acin1a
bf_00010089,ENSDARG00000115971,CU856344.1
bf_00013517,ENSDARG00000052091,rbpjb
bf_00003835,ENSDARG00000061411,nelfa
bf_00013331,ENSDARG00000029177,lnx2a
bf_00019023,ENSDARG00000060745,pgm5
bf_00003790,ENSDARG00000060885,znf592
bf_00000727,ENSDARG00000016058,fibpa
bf_00012535,ENSDARG00000074602,mrvi1
bf_00004988,ENSDARG00000036965,rnf24
bf_00003438,ENSDARG00000024815,ogfrl2
bf_00019143,ENSDARG00000101037,asf1ba
bf_00011303,ENSDARG00000101586,si:ch73-389b16.1
bf_00006350,ENSDARG00000098902,ubxn8
bf_00020293,ENSDARG00000031216,ssu72
bf_00015829,ENSDARG00000056985,tpte
bf_00013439,ENSDARG00000100260,them6
bf_00015631,ENSDARG00000101249,zgc:165555
bf_00019380,ENSDARG00000058734,prdx1
bf_00019201,ENSDARG00000018782,kdm4aa
bf_00015704,ENSDARG00000010035,engase
bf_00013656,ENSDARG00000061108,ep300b
bf_00024735,ENSDARG00000044669,hp1bp3
bf_00017475,ENSDARG00000062518,ulk1a
bf_00025938,ENSDARG00000042561,lpar2b
bf_00012971,ENSDARG00000102626,frem2b
bf_00015715,ENSDARG00000024681,pane1
bf_00007776,ENSDARG00000061504,kdm4c
bf_00015524,ENSDARG00000114473,CABZ01085710.1
bf_00021120,ENSDARG00000098932,gigyf1a
bf_00006736,ENSDARG00000070162,stox2a
bf_00001680,ENSDARG00000088117,fut8b
bf_00001167,ENSDARG00000002071,adss2
bf_00012896,ENSDARG00000062106,klf5b
bf_00002524,ENSDARG00000071037,pex13
bf_00001269,ENSDARG00000016139,mkks
bf_00001576,ENSDARG00000100359,AREL1
bf_00015530,ENSDARG00000041300,drc3
bf_00002060,ENSDARG00000052012,rtn4rl2a
bf_00018309,ENSDARG00000018846,dgat2
bf_00015164,ENSDARG00000105276,grb2a
bf_00007844,ENSDARG00000034457,si:ch211-163l21.7
bf_00002991,ENSDARG00000057562,polr3c
bf_00018019,ENSDARG00000070222,fam43b
bf_00014468,ENSDARG00000117133,cst14b.1
bf_00019589,ENSDARG00000104178,trir
bf_00012031,ENSDARG00000056979,lhx9
bf_00003495,ENSDARG00000035005,bag2
bf_00015202,ENSDARG00000103485,card14
bf_00002491,ENSDARG00000102184,mib1
bf_00013865,ENSDARG00000078311,dcaf6
bf_00022062,ENSDARG00000062323,adam23a
bf_00021715,ENSDARG00000076733,bard1
bf_00002920,ENSDARG00000059349,homer2
bf_00002748,ENSDARG00000036772,pygo2
bf_00022442,ENSDARG00000002897,si:ch211-160o17.2
bf_00021618,ENSDARG00000052966,nmt1a
bf_00002223,ENSDARG00000052118,adamtsl5
bf_00012251,ENSDARG00000060683,lrsam1
bf_00000235,ENSDARG00000017466,ncam2
bf_00024059,ENSDARG00000063672,zmp:0000000711
bf_00010569,ENSDARG00000101559,zhx2b
bf_00011808,ENSDARG00000006074,uck2a
bf_00022638,ENSDARG00000060748,tsfm
bf_00003471,ENSDARG00000101120,kif3b
bf_00010002,ENSDARG00000090447,mtbp
bf_00015742,ENSDARG00000034624,nuf2
bf_00010324,ENSDARG00000045372,ngdn
bf_00000353,ENSDARG00000028581,jkamp
bf_00012855,ENSDARG00000103523,nudt6
bf_00015335,ENSDARG00000087040,rhbdl1
bf_00002205,ENSDARG00000077057,esco1
bf_00004709,ENSDARG00000105210,etf1a
bf_00001996,ENSDARG00000070256,suz12a
bf_00018116,ENSDARG00000030981,tmem127
bf_00010672,ENSDARG00000035889,zbtb8b
bf_00009081,ENSDARG00000055307,sypl2a
bf_00008488,ENSDARG00000026865,fam107b
bf_00001327,ENSDARG00000045857,cebpz
bf_00010047,ENSDARG00000101280,vat1l
bf_00001201,ENSDARG00000093289,si:dkey-9i23.14
bf_00010063,ENSDARG00000041621,bbs2
bf_00009562,ENSDARG00000062199,si:dkey-217l24.1
bf_00002291,ENSDARG00000104034,arid3b
bf_00023957,ENSDARG00000017006,dennd5a
bf_00018881,ENSDARG00000004078,acsl4a
bf_00001983,ENSDARG00000058004,six2a
bf_00006594,ENSDARG00000012829,asah2
bf_00008404,ENSDARG00000058212,ndnl2
bf_00002584,ENSDARG00000101323,trnau1apa
bf_00007165,ENSDARG00000063604,coro2bb
bf_00023760,ENSDARG00000102128,eps8a
bf_00006351,ENSDARG00000086998,zgc:64002
bf_00006746,ENSDARG00000099241,ppp2cb
bf_00014253,ENSDARG00000103127,gpn2
bf_00008899,ENSDARG00000060124,timm17b
bf_00007319,ENSDARG00000074160,paqr4b
bf_00003900,ENSDARG00000029157,med23
bf_00002323,ENSDARG00000061314,ngrn
bf_00016168,ENSDARG00000000830,telo2
bf_00021366,ENSDARG00000035357,gnb2
bf_00017474,ENSDARG00000069501,abhd11
bf_00017365,ENSDARG00000014058,rab36
bf_00008492,ENSDARG00000063180,dock3
bf_00017485,ENSDARG00000028793,nlk2
bf_00009638,ENSDARG00000054222,fbxl8
bf_00002534,ENSDARG00000013794,klf11b
bf_00020881,ENSDARG00000038213,slc35b1
bf_00025485,ENSDARG00000004243,asic4b
bf_00022557,ENSDARG00000010962,fkbp7
bf_00019753,ENSDARG00000039213,prpf38a
bf_00023502,ENSDARG00000061994,acacb
bf_00017554,ENSDARG00000018025,tbx2a
bf_00008952,ENSDARG00000034823,copg2
bf_00016397,ENSDARG00000101331,tekt1
bf_00010549,ENSDARG00000101085,ss18l2
bf_00014852,ENSDARG00000006602,chrna2a
bf_00013303,ENSDARG00000078567,lonrf1l
bf_00018441,ENSDARG00000005154,aspa
bf_00015974,ENSDARG00000071425,nat9
bf_00007740,ENSDARG00000032535,praf2
bf_00002243,ENSDARG00000011841,atp5l
bf_00010828,ENSDARG00000078284,phkb
bf_00002549,ENSDARG00000055283,id2a
bf_00009844,ENSDARG00000041493,ipo4
bf_00015761,ENSDARG00000103748,ovca2
bf_00005774,ENSDARG00000102317,rpl26
bf_00015233,ENSDARG00000008370,csnk1da
bf_00002953,ENSDARG00000008593,nbas
bf_00012153,ENSDARG00000026895,tor1l3
bf_00014953,ENSDARG00000036546,pdxkb
bf_00010468,ENSDARG00000032849,ndrg1a
bf_00004498,ENSDARG00000002174,itfg2
bf_00008417,ENSDARG00000015824,lemd3
bf_00011137,ENSDARG00000045567,phpt1
bf_00011809,ENSDARG00000007429,ndor1
bf_00009790,ENSDARG00000091831,ddx27
bf_00021873,ENSDARG00000070083,atp5f1b
bf_00018161,ENSDARG00000012914,arhgef4
bf_00017982,ENSDARG00000052565,cenpi
bf_00010153,ENSDARG00000062506,zc3h18
bf_00004756,ENSDARG00000004525,C2H1orf35
bf_00002968,ENSDARG00000101652,haus6
bf_00005391,ENSDARG00000097485,cfap99
bf_00006452,ENSDARG00000002510,dmbx1b
bf_00006699,ENSDARG00000098257,pcdh15a
bf_00021430,ENSDARG00000031248,enkur
bf_00004962,ENSDARG00000098906,herc7
bf_00016933,ENSDARG00000060766,pxnb
bf_00013306,ENSDARG00000100376,amdhd2
bf_00001856,ENSDARG00000032802,ktn1
bf_00019449,ENSDARG00000074311,mast2
bf_00002346,ENSDARG00000057435,amacr
bf_00015367,ENSDARG00000102977,cant1b
bf_00013196,ENSDARG00000092160,ferd3l
bf_00014388,ENSDARG00000035665,si:dkey-267n13.1
bf_00021957,ENSDARG00000077866,nostrin
bf_00008490,ENSDARG00000111612,mapkapk3
bf_00021230,ENSDARG00000038199,cdab
bf_00001833,ENSDARG00000070187,dyrk1b
bf_00007263,ENSDARG00000007755,wdr61
bf_00010925,ENSDARG00000043727,cwc27
bf_00023100,ENSDARG00000013863,fam133b
bf_00025057,ENSDARG00000038074,ergic3
bf_00001425,ENSDARG00000062315,sik2b
bf_00017104,ENSDARG00000090716,cltcb
bf_00001005,ENSDARG00000088157,smoc2
bf_00007442,ENSDARG00000014943,kif23
bf_00016890,ENSDARG00000071044,zgc:153722
bf_00004025,ENSDARG00000023950,znhit3
bf_00021867,ENSDARG00000069946,itga6b
bf_00010846,ENSDARG00000062268,jarid2b
bf_00001428,ENSDARG00000060480,ubr1
bf_00022601,ENSDARG00000102470,mpp7a
bf_00005464,ENSDARG00000104285,armh3
bf_00002122,ENSDARG00000042660,fam32a
bf_00012954,ENSDARG00000033707,jade1
bf_00012833,ENSDARG00000044766,mitd1
bf_00008657,ENSDARG00000076914,lacc1
bf_00022064,ENSDARG00000036826,ankrd52a
bf_00001677,ENSDARG00000027916,fntb
bf_00010573,ENSDARG00000036722,slc9a3.2
bf_00018074,ENSDARG00000045296,cops9
bf_00012899,ENSDARG00000030177,uchl3
bf_00004469,ENSDARG00000003754,tspan2a
bf_00008775,ENSDARG00000017037,ikbkg
bf_00025183,ENSDARG00000040021,ebag9
bf_00015831,ENSDARG00000100385,slc25a19
bf_00002362,ENSDARG00000071250,tmem79a
bf_00018023,ENSDARG00000001057,bysl
bf_00026338,ENSDARG00000039052,klhl40a
bf_00020553,ENSDARG00000041511,pex10
bf_00026385,ENSDARG00000012368,ttc21b
bf_00010318,ENSDARG00000102733,EMC4
bf_00019007,ENSDARG00000100962,ttc39b
bf_00009020,ENSDARG00000039185,nfyba
bf_00016210,ENSDARG00000086628,stk19
bf_00024924,ENSDARG00000104791,CABZ01077956.1
bf_00003515,ENSDARG00000076798,C9H3orf38
bf_00007250,ENSDARG00000098153,lhfpl2b
bf_00001754,ENSDARG00000021324,nsun4
bf_00013141,ENSDARG00000007279,yipf5
bf_00024913,ENSDARG00000043213,adam17a
bf_00009562,ENSDARG00000062020,gse1
bf_00010866,ENSDARG00000068166,whrnb
bf_00014135,ENSDARG00000011801,wars2
bf_00022189,ENSDARG00000003776,pip4k2aa
bf_00011113,ENSDARG00000093176,zgc:77118
bf_00001772,ENSDARG00000071331,ryr3
bf_00026302,ENSDARG00000067676,plcl1
bf_00006086,ENSDARG00000077818,nrg2a
bf_00001052,ENSDARG00000105336,pafah1b3
bf_00010617,ENSDARG00000026072,pdcd5
bf_00012245,ENSDARG00000071251,ppp1r18
bf_00025938,ENSDARG00000052192,s1pr5b
bf_00008836,ENSDARG00000015638,gemin2
bf_00004934,ENSDARG00000001968,dock5
bf_00017988,ENSDARG00000057117,ghsrb
bf_00011302,ENSDARG00000015862,rpl5b
bf_00013676,ENSDARG00000100288,impg2b
bf_00012793,ENSDARG00000017985,C1H4orf33
bf_00012496,ENSDARG00000069440,dachd
bf_00007169,ENSDARG00000013397,bnip2
bf_00025513,ENSDARG00000061458,phf14
bf_00001175,ENSDARG00000003829,galnt2
bf_00016085,ENSDARG00000096631,MED9
bf_00007192,ENSDARG00000035914,tmem167a
bf_00009624,ENSDARG00000076296,triqk
bf_00000412,ENSDARG00000116804,CABZ01037174.1
bf_00008433,ENSDARG00000102571,metap2b
bf_00002630,ENSDARG00000002487,noc3l
bf_00022687,ENSDARG00000038569,fzd8b
bf_00001192,ENSDARG00000071004,abhd12
bf_00019435,ENSDARG00000074170,fbxo4
bf_00001060,ENSDARG00000104810,akt3a
bf_00008245,ENSDARG00000025824,dmtf1
bf_00012169,ENSDARG00000037998,flot1b
bf_00008743,ENSDARG00000055053,itih1
bf_00012355,ENSDARG00000017565,itk
bf_00020248,ENSDARG00000042151,skia
bf_00002680,ENSDARG00000044318,itgb7
bf_00007194,ENSDARG00000058806,naxe
bf_00001653,ENSDARG00000044417,disp1
bf_00019816,ENSDARG00000018623,rad54l
bf_00004934,ENSDARG00000112944,LO018564.1
bf_00005872,ENSDARG00000052604,cpeb2
bf_00004791,ENSDARG00000090753,si:dkey-13p1.3
bf_00016209,ENSDARG00000063583,map2k4a
bf_00000539,ENSDARG00000077988,abcc10
bf_00002732,ENSDARG00000060021,vcpkmt
bf_00011615,ENSDARG00000099139,fbxw5
bf_00007593,ENSDARG00000055989,tmem161b
bf_00007349,ENSDARG00000011921,txnl1
bf_00026134,ENSDARG00000010630,hoxb6a
bf_00013186,ENSDARG00000035330,taf1
bf_00009286,ENSDARG00000011605,dennd6b
bf_00002776,ENSDARG00000097105,si:dkey-52d15.2
bf_00005992,ENSDARG00000078102,psda
bf_00009952,ENSDARG00000077861,sowahaa
bf_00018121,ENSDARG00000020573,ddx3xa
bf_00003737,ENSDARG00000091042,sacs
bf_00000744,ENSDARG00000078391,fam98a
bf_00022325,ENSDARG00000019976,idi1
bf_00005588,ENSDARG00000100515,dusp1
bf_00008019,ENSDARG00000039754,xpc
bf_00021024,ENSDARG00000060361,cep104
bf_00000289,ENSDARG00000106631,tmem63bb
bf_00017519,ENSDARG00000073737,suds3
bf_00006468,ENSDARG00000053929,opn4b
bf_00021692,ENSDARG00000069194,mycbpap
bf_00022349,ENSDARG00000001940,dnajc1
bf_00024108,ENSDARG00000042905,rpl10a
bf_00002959,ENSDARG00000002701,rasl12
bf_00022173,ENSDARG00000045463,ralaa
bf_00015631,ENSDARG00000111165,hist1h4l
bf_00002834,ENSDARG00000007708,nsa2
bf_00003500,ENSDARG00000030263,mfsd2b
bf_00009446,ENSDARG00000036489,MAF1
bf_00001210,ENSDARG00000056334,mlh3
bf_00026364,ENSDARG00000104500,fyco1a
bf_00016448,ENSDARG00000111877,bcl7ba
bf_00026002,ENSDARG00000074807,tbrg4
bf_00007496,ENSDARG00000041182,rpl4
bf_00008225,ENSDARG00000025566,slc25a3b
bf_00019630,ENSDARG00000042892,paip1
bf_00000330,ENSDARG00000073784,ENSDARG00000073784
bf_00023512,ENSDARG00000052594,nkiras2
bf_00015197,ENSDARG00000015538,znf207a
bf_00002424,ENSDARG00000059711,nol6
bf_00014955,ENSDARG00000071159,sft2d2b
bf_00008678,ENSDARG00000041117,wnt2
bf_00026054,ENSDARG00000035043,pfdn5
bf_00005234,ENSDARG00000078425,oat
bf_00002294,ENSDARG00000035193,fam81b
bf_00000172,ENSDARG00000053481,entpd5a
bf_00013300,ENSDARG00000062330,si:ch211-233a24.2
bf_00014701,ENSDARG00000052696,bdh2
bf_00018065,ENSDARG00000029936,grtp1a
bf_00014387,ENSDARG00000010018,qki2
bf_00026215,ENSDARG00000038868,en2b
bf_00007796,ENSDARG00000077434,mon1bb
bf_00012294,ENSDARG00000036375,cyfip2
bf_00005185,ENSDARG00000069184,ubtd2
bf_00007604,ENSDARG00000042555,dym
bf_00007490,ENSDARG00000100729,tln1
bf_00015797,ENSDARG00000052625,fkbp1b
bf_00005039,ENSDARG00000012005,mob2b
bf_00010361,ENSDARG00000079613,sall3a
bf_00006078,ENSDARG00000054501,stambpa
bf_00019436,ENSDARG00000034291,rpl37
bf_00016791,ENSDARG00000018825,tmem248
bf_00013133,ENSDARG00000009837,agk
bf_00013968,ENSDARG00000022983,ccdc28a
bf_00015189,ENSDARG00000106248,LRFN2
bf_00023258,ENSDARG00000074727,dnajc10
bf_00014216,ENSDARG00000042904,foxo3b
bf_00024873,ENSDARG00000098017,pet100
bf_00000889,ENSDARG00000071671,nudt22
bf_00006164,ENSDARG00000031888,mapk8a
bf_00002068,ENSDARG00000058630,zgc:162472
bf_00019443,ENSDARG00000034409,pik3r3b
bf_00003175,ENSDARG00000058968,haus1
bf_00003514,ENSDARG00000101239,hsd17b4
bf_00023451,ENSDARG00000014651,svilb
bf_00011380,ENSDARG00000073808,WDR31
bf_00008816,ENSDARG00000115428,CABZ01101813.1
bf_00026441,ENSDARG00000034916,hat1
bf_00004145,ENSDARG00000091260,mylk4a
bf_00023680,ENSDARG00000053636,cracr2b
bf_00006724,ENSDARG00000009026,ank2a
bf_00009646,ENSDARG00000012818,csnk2a2a
bf_00008552,ENSDARG00000058203,smc1al
bf_00005285,ENSDARG00000043732,cops4
bf_00002030,ENSDARG00000060871,mctp1b
bf_00012714,ENSDARG00000102585,fam160a1b
bf_00011376,ENSDARG00000008979,golga1
bf_00026081,ENSDARG00000043701,gpd1a
bf_00006474,ENSDARG00000100375,timm23b
bf_00011864,ENSDARG00000016163,usp33
bf_00004278,ENSDARG00000054320,ap2a1
bf_00009455,ENSDARG00000056995,snai1a
bf_00011925,ENSDARG00000044811,cdk9
bf_00022932,ENSDARG00000038990,wnt3
bf_00019782,ENSDARG00000021107,sf3a2
bf_00010200,ENSDARG00000078694,phlpp1
bf_00013527,ENSDARG00000078599,micu3a
bf_00014119,ENSDARG00000002877,reps1
bf_00000018,ENSDARG00000097772,si:ch211-185a18.2
bf_00023949,ENSDARG00000078060,syt7b
bf_00008751,ENSDARG00000001578,echs1
bf_00011127,ENSDARG00000023062,ccn1
bf_00010195,ENSDARG00000058603,jph1a
bf_00012666,ENSDARG00000110024,FQ377903.3
bf_00016841,ENSDARG00000010591,foxn4
bf_00000340,ENSDARG00000043250,ppm1ab
bf_00002935,ENSDARG00000063276,msh3
bf_00017473,ENSDARG00000058425,rab35b
bf_00018567,ENSDARG00000007278,ect2
bf_00012166,ENSDARG00000092464,si:dkeyp-20g2.1
bf_00015621,ENSDARG00000037176,ggh
bf_00018081,ENSDARG00000015567,zic1
bf_00017361,ENSDARG00000018508,zdhhc8b
bf_00017031,ENSDARG00000063307,sgsm2
bf_00002850,ENSDARG00000020929,fam49ba
bf_00020040,ENSDARG00000019355,coa7
bf_00026268,ENSDARG00000069093,col2a1a
bf_00018964,ENSDARG00000112310,CABZ01084617.1
bf_00008683,ENSDARG00000045675,mdm1
bf_00014345,ENSDARG00000044774,pou5f3
bf_00010358,ENSDARG00000099380,rpl13
bf_00002776,ENSDARG00000041685,si:dkey-105h12.2
bf_00001011,ENSDARG00000096613,si:ch73-212j7.3
bf_00007752,ENSDARG00000077004,aldh1l1
bf_00019576,ENSDARG00000077544,toe1
bf_00009293,ENSDARG00000026350,wasb
bf_00024941,ENSDARG00000059209,abhd13
bf_00002549,ENSDARG00000054823,id3
bf_00025238,ENSDARG00000014498,ythdf2
bf_00004399,ENSDARG00000042004,nfya
bf_00001596,ENSDARG00000078770,GNPAT
bf_00008238,ENSDARG00000007764,klhdc10
bf_00022063,ENSDARG00000010400,lrrfip2
bf_00013766,ENSDARG00000024967,fancg
bf_00019824,ENSDARG00000044566,fabp6
bf_00008196,ENSDARG00000075159,meltf
bf_00008385,ENSDARG00000045989,arf4a
bf_00010196,ENSDARG00000100206,klhdc4
bf_00020038,ENSDARG00000101799,si:ch1073-82l19.1
bf_00017364,ENSDARG00000006316,rpl23a
bf_00008597,ENSDARG00000015937,kptn
bf_00015444,ENSDARG00000073732,myh14
bf_00014474,ENSDARG00000003021,hdac8
bf_00000425,ENSDARG00000068404,tbcb
bf_00016668,ENSDARG00000077236,hspb6
bf_00002932,ENSDARG00000063474,arfgef1
bf_00007067,ENSDARG00000000606,dnah6
bf_00007440,ENSDARG00000016733,psat1
bf_00012665,ENSDARG00000113761,DYNC2H1
bf_00001202,ENSDARG00000030532,arhgef12a
bf_00001607,ENSDARG00000091563,snw1
bf_00012169,ENSDARG00000001710,flot1a
bf_00014730,ENSDARG00000036974,ripply3
bf_00003013,ENSDARG00000069006,tle3b
bf_00014426,ENSDARG00000099419,CABZ01025780.1
bf_00015789,ENSDARG00000099918,arl4aa
bf_00000071,ENSDARG00000074927,bub1bb
bf_00023740,ENSDARG00000061610,ufsp1
bf_00009063,ENSDARG00000042552,cacna1sb
bf_00000399,ENSDARG00000078458,ppp1r37
bf_00023692,ENSDARG00000069941,tdp2a
bf_00003067,ENSDARG00000076618,tm2d3
bf_00001324,ENSDARG00000039136,cox16
bf_00008339,ENSDARG00000012204,CDK18
bf_00000480,ENSDARG00000075806,kirrel3a
bf_00000333,ENSDARG00000077253,alkbh6
bf_00003027,ENSDARG00000051926,plag1
bf_00000874,ENSDARG00000040565,ckmb
bf_00006918,ENSDARG00000053554,wdr76
bf_00018115,ENSDARG00000009436,ubxn7
bf_00001948,ENSDARG00000053298,nkx2.2a
bf_00018203,ENSDARG00000102998,taf6
bf_00003245,ENSDARG00000055317,c1ql4b
bf_00017975,ENSDARG00000070913,sox2
bf_00007040,ENSDARG00000054374,alg13
bf_00006832,ENSDARG00000061047,abcg4a
bf_00024231,ENSDARG00000032653,sinhcaf
bf_00010434,ENSDARG00000091271,cenpt
bf_00026134,ENSDARG00000101954,hoxc6b
bf_00022533,ENSDARG00000013539,ikzf1
bf_00012947,ENSDARG00000036577,atp6v0cb
bf_00003936,ENSDARG00000038862,kcnb2
bf_00024133,ENSDARG00000093864,wee1
bf_00019608,ENSDARG00000006567,dus4l
bf_00013554,ENSDARG00000070730,gabra5
